Id,Class,split,byte_length,truncated,padded,known_byte_count,unknown_byte_count,unknown_byte_ratio,entropy
IwNUoFX01y2aBL9ZmObh,4,train,192512,191488,0,103380,89132,0.46299451462765956,7.96703224112094
IweQoKz4HxGc8mAETNpM,8,val,126976,125952,0,117968,9008,0.07094254032258064,7.123628835412143
IwgDdxrbUkiXpfAMy6J1,2,val,2613248,2612224,0,2602888,10360,0.0039644151645768025,4.448071638730496
IwgVeC9qRbUkfE6Q3HTh,7,val,707688,706664,0,707688,0,0.0,7.7444632598700816
Iyjk3mOQfLnRTSqzdCJ1,7,train,1245184,1244160,0,6476,1238708,0.994799162212171,4.919678922073164
IyjtB6DFWvnTYw1E934Q,7,train,1388544,1387520,0,11084,1377460,0.9920175377949852,4.347080217768752
J0fY3O5lUmuNqVPBDRKn,4,test,208896,207872,0,114520,94376,0.4517846200980392,7.904212140558329
J3yrHmKZTv5tpBlExFkh,3,train,3125248,3124224,0,1605476,1519772,0.48628844814875494,7.994617923156278
J9BpcFqysLwr0YHeNt2o,4,train,241664,240640,0,137184,104480,0.4323358050847458,7.886602661222086
J9es05NzjWripUYxb1tq,6,train,573440,572416,0,541548,31892,0.055615234375,7.52353073731729
JAB5De4OMltSf6IKHo3Q,4,train,192512,191488,0,101860,90652,0.4708901263297872,7.91625384304016
JFWPGhyoASRaxQ4Tb0md,8,train,126976,125952,0,116904,10072,0.07932207661290322,6.792221841800954
JISwfuZgpX0PHTceqGCA,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.73070342259836
JMngbfY3PC5WkjA2iSvH,1,train,167936,166912,0,138588,29348,0.17475705030487804,7.133389482528622
JO2iskzUlBVGj6Y4PEZc,3,train,2342912,2341888,0,850788,1492124,0.6368672831075175,7.982953158915489
JOaTGd7Pb2ekRXMHu06S,3,train,2342912,2341888,0,806756,1536156,0.6556609894012237,7.991818929232721
JRgoPbLy2GVQzsUdKmkj,1,test,364544,363520,0,347172,17372,0.04765405547752809,6.447406743199491
JTAoQ9miHalVeE63PdBU,7,val,1388544,1387520,0,11084,1377460,0.9920175377949852,3.889090885399849
JUO3pfywZnC4e9xHLBMA,2,train,2912256,2911232,0,2905748,6508,0.002234693653305204,5.84851624464688
JVxhvaMDsj4PYBelFwOu,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982228411331434
Jd1mD8obKMOwqBgXjRut,2,train,2269184,2268160,0,2263636,5548,0.0024449317463898917,5.391262259182481
JeR146WPmlVnxKvQAESb,4,test,241664,240640,0,146780,94884,0.392627780720339,7.907181683371911
JfW6FM47u1otlOYUdwbH,9,train,167936,166912,0,167548,388,0.002310403963414634,6.51926219236781
JfaAGUkRVNxCwqdb6sj5,4,train,176128,175104,0,106832,69296,0.39344113372093026,7.943020878121484
JgtDMQ8WuhPiFxBnalL5,8,train,126976,125952,0,117968,9008,0.07094254032258064,7.08612280116419
Jgtyz9OK13M2CYkmZolp,3,test,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982062418137398
JiSOgRmtv7I25DcolYBV,9,test,1331200,1330176,0,1330904,296,0.00022235576923076923,6.454616468659205
JiTOus5PgHU2kIfnw7eG,1,val,344064,343040,0,330652,13412,0.038981119791666664,6.6055589192922515
Jj7eK6AhkmDRB53WSO4P,9,train,1335296,1334272,0,1334912,384,0.00028757668711656444,6.982131478606879
JlYNWgvo2LCkQRV8d74u,9,test,1335296,1334272,0,1334956,340,0.0002546251917177914,6.77345140569405
Jlcr6Ej1P3W04SRGh2Nw,1,val,401408,400384,0,331200,70208,0.17490433673469388,5.351096008897614
JyBvMAZbhIprolF8HNe6,9,train,172032,171008,0,171548,484,0.0028134300595238095,6.216476944076049
JzF18ftmDC3VOLnIAhWP,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,3.9989124303676715
K05YJpcfyTCU4EdShQI1,6,train,540672,539648,0,525936,14736,0.027254971590909092,7.915332376090179
K18LQkydvn2l5HUxOquT,1,val,172032,171008,0,163416,8616,0.050083705357142856,6.808241075038964
K1MACq57pdQfEsgjclS9,1,train,114688,113664,0,114456,232,0.0020228794642857145,7.122604197874298
K6iRbvqZrJ5h3C4x0mMT,8,val,200704,199680,0,150476,50228,0.2502590880102041,7.556736269105738
K8eq1QCw0xEiuYFAIaHZ,2,train,425984,424960,0,425496,488,0.0011455829326923077,5.225509443860271
KF7NGoQSk8v9OE0nrwy2,9,train,172032,171008,0,171668,364,0.0021158854166666665,6.778926419673661
KGTOj6HAvNqWUcP27bCf,8,train,262144,261120,0,130960,131184,0.50042724609375,5.8356059565431
KcfgCTNF3aMdqJ0jyWSG,6,val,626688,625664,0,616048,10640,0.0169781454248366,7.952219043794426
KfQ58FVTkB9sb1i4u7zH,4,train,113719,112695,0,113719,0,0.0,7.920960022712354
Kfn9jdUWrz5cm03hiu7S,2,train,1758292,1757268,0,1738912,19380,0.011022060044634225,4.9043043690473045
L5MO1uWhDZ2yplTkoRUd,4,test,155648,154624,0,95056,60592,0.3892886513157895,7.905596785996651
LfVY3tPrRZHGQ2SdJm5x,4,val,647168,646144,0,298312,348856,0.5390501384493671,7.96543665346247
a29m3nUocvzC8hBOWkTL,3,val,2342912,2341888,0,806756,1536156,0.6556609894012237,7.992349553836875
a2UF0Vkeh5P74psmiR6v,3,val,2342912,2341888,0,851300,1491612,0.636648751638986,7.98437315969573
a3BszoA7hXZc0EuHjmwi,3,train,2347008,2345984,0,852836,1494172,0.6366284222294939,7.978757609553599
a3UjzHb2mkQxnJdtZsRV,6,val,811008,809984,0,791124,19884,0.02451763731060606,6.685301079249681
a5btWIHhlzjuXiBykZG6,8,train,851968,850944,0,850816,1152,0.0013521634615384615,6.058840909061065
a5n3BtqdsJlZfup90MS7,7,train,1388544,1387520,0,11084,1377460,0.9920175377949852,4.9743447251695425
a6yPugSArOdWK1zQ0c7I,3,train,2342912,2341888,0,792420,1550492,0.6617798705201049,7.996640168366268
a7ugQM5sWX6R4fibeJFj,1,train,1519616,1518592,0,1515124,4492,0.0029560099393530995,5.4865368709197435
a8hZBDrjGiMdtzSklFNV,7,train,1515520,1514496,0,1513193,2327,0.0015354465793918919,4.287309376978635
aFjtGgxzWAseZRiLJK8I,8,val,122880,121856,0,117044,5836,0.04749348958333333,6.857811786020708
aIKU0rgABR7pNQzhZyTu,2,train,2297856,2296832,0,2290932,6924,0.0030132436497326202,5.7498118056004905
aJHlbn3Ueqs5cZQyiKzC,8,val,339968,338944,0,101732,238236,0.7007600715361446,5.486323218530397
aKDbZWFzy9XfPO051nls,6,val,188416,187392,0,188212,204,0.001082710597826087,7.500311167201587
aKH9GvftsjAQzeUwi0bL,3,train,2342912,2341888,0,851300,1491612,0.636648751638986,7.985383495589593
aNRflB3AsYTuZhWHQL4z,4,train,155648,154624,0,97124,58524,0.3760022615131579,7.935223304990279
aPU2SW8Kt5OfDzXZ3YqC,8,val,323584,322560,0,90076,233508,0.7216302412974683,5.16425950357292
aXbDi405xeqQynl69Yk2,7,test,1245184,1244160,0,11080,1234104,0.991101716694079,5.051069890632991
aYvLmPcHznMh8w0uFDkA,4,train,151552,150528,0,78692,72860,0.4807590793918919,7.916762937972886
aZKEkJF7CQtNSDf64d0P,4,train,188416,187392,0,95152,93264,0.4949898097826087,7.8880102314961515
aeYfI1yn7sPiR49EW5xp,8,train,126976,125952,0,118412,8564,0.06744581653225806,7.065895155351922
agqI7DjH6FXER2dNJwVT,8,train,221184,220160,0,212516,8668,0.03918909143518518,6.259370756993302
ahXirbx93wGU1RMfLBCl,2,train,323584,322560,0,304608,18976,0.058643196202531646,6.4933508213338325
ahwFAIPcS3yxg1j02KCJ,9,train,1331200,1330176,0,1330788,412,0.0003094951923076923,6.533021366486447
aiuJTcU5Swlg1LzpFjdV,2,train,2543616,2542592,0,2534584,9032,0.0035508504428341386,5.722299769475974
amGeXDTwCldUsVBHPqkr,8,train,299008,297984,0,298792,216,0.000722388698630137,7.218294908247144
anChwpjZ5qmgWJkcyxiN,2,val,1703936,1702912,0,1692864,11072,0.006497896634615385,6.57224721305566
anNmxI0dCHhXqo6QWYyk,8,test,126976,125952,0,117968,9008,0.07094254032258064,7.1412629051076095
asKPnzUXjShMc0Tl6Wge,5,val,577536,576512,0,254524,323012,0.5592932734929078,7.909155344589627
ax9N5uRm3QvLVoWJnZsA,1,test,229376,228352,0,214408,14968,0.06525530133928571,7.528261270719794
b3EWAzP4jaUevDKZrfqt,6,test,180224,179200,0,167668,12556,0.06966885653409091,6.613592156900827
b59dlNEacoYUAyeR4Ipq,5,test,2318336,2317312,0,37538,2280798,0.9838082141674028,6.713657754801218
b8KgVcy57AWMQtHEqdxo,9,val,864256,863232,0,642552,221704,0.2565258441943128,7.635680655792262
bE9uDl1Fft8AWXGgRVmx,2,train,1213560,1212536,0,1206468,7092,0.005843963215663008,5.226306846762905
bFouR7d8lxgEqsCtMhOj,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.852231199758033
bG4TtEiph3JdyZCNsoz9,4,train,81920,80896,0,65504,16416,0.200390625,7.696825689040084
bGPHZFpAL3N957064wzj,5,test,524288,523264,0,250348,273940,0.5224990844726562,7.904906031305827
bR1ugX49KAGclzFwkJ7j,2,train,1945600,1944576,0,1930428,15172,0.007798108552631579,5.59953711421703
bRKkovBDCAzcZfNJ7LWH,6,train,532480,531456,0,512608,19872,0.03731971153846154,6.647891018742487
bUBIJjfCntiQRvzh416F,1,train,622592,621568,0,579564,43028,0.06911107113486842,6.6885568369742
bZl1kUSLsMrifRo0cnIA,2,train,3907584,3906560,0,3897700,9884,0.0025294401860587,5.372269352599975
bZz2OoQmqx0PdGBhaHKk,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,5.4284094325478245
bfcBD4vaOtUJG6K5imqx,6,train,237568,236544,0,237364,204,0.0008587015086206896,6.692484262554769
bipFgQ8uwHkO9rnRfWDC,7,test,1462272,1461248,0,11084,1451188,0.9924200148809523,3.8953597780765086
bmX4CguMr18O7DxThdiS,1,train,413696,412672,0,396248,17448,0.042175897277227724,6.815596660825721
br3oAnTeGyDp97XkzCOS,6,val,565248,564224,0,552556,12692,0.022453860960144928,7.955388518069263
btfgZzCVaKSudFc6E79o,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982277460653108
btnjxGM0mzXWZOys5N2r,9,train,1335296,1334272,0,1334956,340,0.0002546251917177914,6.999777184791229
buBXk0VawKfpYLytPxFj,4,test,630784,629760,0,295752,335032,0.5311358563311688,7.961016817421838
bx3MXBwc0zulDOa1UqN4,6,train,466944,465920,0,466736,208,0.00044544956140350875,2.7129825656105795
bxj8HFNn0cCiAW7GOgzh,3,test,2363392,2362368,0,795492,1567900,0.6634108941724437,7.992495266635636
c1SrgTA3MYaeKktWwOiF,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,3.9587239519676016
c1VozPdAFBwHfagjWCls,6,test,585728,584704,0,559980,25748,0.043958970716783216,7.453254852033404
c8gbt2qHrVm9z3OyCIkD,3,train,2347008,2345984,0,848740,1498268,0.6383736229275742,7.984606578665633
cDa5BKpzw9GqnArQfZ1L,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,5.21124638621292
cHGNtfV2oq0UwBWSgA9r,4,train,217088,216064,0,119112,97976,0.45131928066037735,7.909987112606404
cOpJEz3VFlqX7dZDxUYn,2,train,1229820,1228796,0,1216152,13668,0.01111382153485876,6.26578694763583
cP1LKEImqN9zQ5eXpodG,1,train,155648,154624,0,146780,8868,0.056974712171052634,6.9232052505469195
cSI0v76wsFjOKfTJiQgE,2,train,540672,539648,0,540252,420,0.0007768110795454545,5.7009611477108155
cSMXzpQ2q4nCy5UfPBg9,1,train,471040,470016,0,466264,4776,0.010139266304347826,6.898748705308007
cVFaWK1b2dBXCho37sjE,9,train,1331200,1330176,0,1330740,460,0.00034555288461538463,6.992467767850846
cW5hky3FM0QIN8faz4B6,1,train,1216512,1215488,0,1182104,34408,0.028284143518518517,6.684842954638553
cYb4XuNSqOA9IFLHseG1,5,test,573440,572416,0,256004,317436,0.553564453125,7.850641639301717
cdgKHZbChnaLEqFDRjvm,2,train,2207744,2206720,0,2195132,12612,0.005712618854359926,5.9207054659042075
cdlgXf2EV9sOKvn6Dwt1,3,train,2629632,2628608,0,886484,1743148,0.6628866700739875,7.939070784249495
cez31fjVZOP2g0nwD56K,6,train,196608,195584,0,174196,22412,0.11399332682291667,6.5787065969598855
ciaN815k3pWLnQX9oGRU,8,train,749568,748544,0,740328,9240,0.012327100409836065,7.949570457631164
ckaHuew6QN1dhb07q2V3,4,train,135168,134144,0,107488,27680,0.20478219696969696,7.780476989147359
clCOkQxvBKzwWaPZ5RSH,6,train,823296,822272,0,795496,27800,0.033766713308457715,6.695018524439887
cluw4HMDRQ7dhYIojUg6,1,train,880640,879616,0,880596,44,4.9963662790697674e-05,7.457164366611234
cpThD4e6b0CZzSmG5wjy,6,train,520192,519168,0,500836,19356,0.03720933809055118,6.679028024763972
cqhpxUkoCsVYuHJm7K0n,9,train,176128,175104,0,175744,384,0.002180232558139535,6.675385757643751
cqoIY36dhwfDNrnlHJsx,1,train,1183744,1182720,0,316412,867332,0.7327023410467128,6.961084931881649
cuQANt4oBpMzmYKRkGf6,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,4.8166509422259125
cwLo2p34lqzMiOrT5PAD,9,val,151552,150528,0,131372,20180,0.13315561655405406,7.264428817253934
cwMuz2CjEtOdNiA5h3ya,9,train,1474560,1473536,0,1471372,3188,0.0021620008680555557,5.619541530193766
d4ABW7XyvPzItZuoQ6MT,7,test,1482752,1481728,0,1043844,438908,0.29600904264502764,5.04168880012365
d4MZmSTpJQuP5yh7cl8W,2,val,1205536,1204512,0,1193168,12368,0.010259336925649669,6.169509221233776
d69TJVnLQBqZCIaY2o3E,9,val,1323008,1321984,0,1322588,420,0.0003174583978328173,6.603090931127765
d6Jnl1vc3OWsVPMygQBt,9,train,147456,146432,0,131320,16136,0.10942925347222222,7.2734096818167195
d71upfoW0wskv2lz5O84,9,train,602112,601088,0,600020,2092,0.003474436649659864,5.384883568283178
dAW1p8eljnvTZCgtfYHa,4,test,643072,642048,0,272732,370340,0.5758919685509554,7.990157209956225
dAabnhJ37zorISO68q4l,2,train,651264,650240,0,641568,9696,0.014887971698113208,6.155106838474282
dClSn1heupsZWENJzmxQ,7,train,472100,471076,0,472100,0,0.0,7.9995086495925865
dETSCuIZDapLP9AlJ7o6,9,train,1495040,1494016,0,1493056,1984,0.001327054794520548,5.602720187639642
dFf7OsbJGliBohLWMk58,9,test,217088,216064,0,215648,1440,0.006633254716981132,5.421391458300492
dHQEF0MqiScAT2xoItZY,1,test,151552,150528,0,128364,23188,0.15300358952702703,7.2748650751351445
dHjMq0s9tDrBS6Fp7TuI,1,train,241664,240640,0,240852,812,0.0033600370762711866,7.521976909959772
dI1vM43Nq9uSAlZYCoV2,6,train,196608,195584,0,182900,13708,0.06972249348958333,7.948337508120152
dI8PKFeWtOSqDa9yALYJ,3,train,2347008,2345984,0,853860,1493148,0.6361921220549738,7.978659603415691
dJ326HRzYfn0DZIPhjMv,9,train,151552,150528,0,133892,17660,0.11652766047297297,7.25201016947052
dKSWL08mXFJUc7VfA5YP,1,train,188416,187392,0,162104,26312,0.1396484375,6.531432473284925
dKcE7Q1zuFViSaDRUtxY,5,val,1110016,1108992,0,248484,861532,0.7761437672970479,7.794515945516283
dLuRwUfn04V1ZsDpbvKP,8,test,126976,125952,0,117968,9008,0.07094254032258064,7.077628119229788
dQbqMtOsVYrWDIvh8k2S,9,train,172032,171008,0,171636,396,0.0023018973214285715,6.629947420622272
dVuxtiZLgQ8Na3DFbBlJ,1,test,229376,228352,0,217420,11956,0.0521240234375,7.388442363374933
db03PLecsviEz6TMZCSn,9,train,167936,166912,0,167632,304,0.0018102134146341464,6.471263618166329
dlDuzi87p9eAZtUE4w2G,8,val,126976,125952,0,117968,9008,0.07094254032258064,6.772819683854998
dmHnoVODQABpur6sx7ql,8,test,221184,220160,0,53356,167828,0.7587709780092593,5.146468345794296
dnKrSUxLP8CVasfbuWyl,1,test,159744,158720,0,150980,8764,0.05486278044871795,7.892512339523371
dolHJvDGFs2hk4LIPR65,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,5.518192296936057
dqXuSezv3IJWonmGFUAp,9,train,86016,84992,0,85708,308,0.0035807291666666665,5.613622472004689
dv4yexuAzXwGUENnBhro,6,train,626688,625664,0,617776,8912,0.01422079248366013,6.962241743218653
dwIXmJU36HYyvpC8hj2n,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982133327612631
dzValPwcOHZhJISqyp8T,7,train,1245184,1244160,0,6476,1238708,0.994799162212171,4.882915462294188
e1RMvSd83AgaCQY4PT2u,1,train,221184,220160,0,220612,572,0.002586082175925926,7.480887050095246
e2r6IncxE1LQOKFGgphj,5,train,1761280,1760256,0,267692,1493588,0.848012808866279,7.860725099479293
e56nIVoiTlkJhuYb1pNy,2,val,1205912,1204888,0,1194804,11108,0.00921128573229224,6.159540821653848
e6woXQkDrjFVxIuOtdfh,1,train,2097152,2096128,0,2077976,19176,0.009143829345703125,7.3760439419208765
e7FhuKwUW8LfMA2bxEDl,4,train,638976,637952,0,275804,363172,0.5683656350160257,7.988265083429421
e7JZ2kUbKHzhfpMRctqE,4,test,643072,642048,0,306144,336928,0.5239351114649682,7.989398757019342
e8V74pOXQdNYs1HcTaIi,2,test,458752,457728,0,440740,18012,0.03926304408482143,6.372461879900625
eECbifLAG9D1S8tMyIQY,2,test,2535424,2534400,0,2523912,11512,0.00454046344911147,4.442355279693247
eFK1IWckUmuM3oCAjON0,9,test,1474560,1473536,0,1472736,1824,0.0012369791666666666,5.6371018354780125
eHjL4QC8MPTkhdqtZaDV,9,train,204800,203776,0,203528,1272,0.0062109375,5.436496961734896
ePCwhpaOtzJHT4QMBsXZ,4,train,180224,179200,0,113504,66720,0.3702059659090909,7.869638550867109
eR5NruTbULqhYVFmt39d,8,train,303104,302080,0,72900,230204,0.7594884923986487,5.033486608098983
ec08aukvwVXn76Fg1RBA,8,test,122880,121856,0,117044,5836,0.04749348958333333,7.145849243614095
egpf3iObh8MlAmqzRDPu,9,train,176128,175104,0,175740,388,0.0022029433139534884,6.426163470596224
ei0C84XpoqcAS6v5ZExI,5,test,663552,662528,0,263180,400372,0.6033769772376543,7.860159416138649
epLciPaHrTu1gl4CW7Uf,5,train,1146880,1145856,0,251192,895688,0.7809779575892857,7.8137863569150525
etGodBiH4V2DKrbMjx0S,6,val,163840,162816,0,163636,204,0.0012451171875,7.5952418613201225
eu3NlqHJxfOcWkZIR87P,3,train,3125248,3124224,0,1603428,1521820,0.48694375614351243,7.994897792072753
ew25jRNd81oLryHW4ZVI,4,train,77824,76800,0,62920,14904,0.19150904605263158,7.682389721872639
f25CLhEsZYBuOwvoTjz0,4,train,237568,236544,0,140256,97312,0.4096174568965517,7.968761451773581
f2Vh4qUzD0ntxRFEJaMW,3,val,2342912,2341888,0,851300,1491612,0.636648751638986,7.982364749239799
f2n3OzR8yBvu5ScmNQeP,6,train,184320,183296,0,31124,153196,0.8311414930555555,6.375333827176432
f3Cmly2RMnFq57Yis891,2,train,1201464,1200440,0,1188564,12900,0.01073690098080342,6.268877107484543
f3QCengcsa0o7KlZyX1r,4,train,217088,216064,0,118104,98984,0.4559625589622642,7.921820510159598
f4BqH0J1xLkYKI3TEQWm,7,train,700096,699072,0,700096,0,0.0,7.7441510402993154
f7L3tzZJEbS52NTgoX9l,6,train,1732608,1731584,0,564292,1168316,0.674310634604019,7.95993041533567
fEQ8cAhmuURVLoBlYOsj,2,train,2072576,2071552,0,2065136,7440,0.003589735671936759,4.138443598907786
fEsMVSGolZeiqgz1pPKy,3,val,2347008,2345984,0,850788,1496220,0.637501022578534,7.982303270464927
fJNIFnjPxKEvHemRBYsg,4,train,208896,207872,0,96584,112312,0.5376455269607843,7.914148020458082
fN4v3lq5W7BPzAwTDisj,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.854877070992646
fUX42V0cAKtij9IHrE6N,6,train,581632,580608,0,565868,15764,0.027103047975352113,7.956194097586544
fV4XIAyj1ChBxwFoiruR,7,test,1462272,1461248,0,11084,1451188,0.9924200148809523,3.7508204510223946
fcVO1MyZnTIkNCaUEF8e,9,val,249856,248832,0,247216,2640,0.010566086065573771,5.721161214310643
fdKU92Heigr1xALlFTkS,6,test,417792,416768,0,407664,10128,0.02424172794117647,7.981773519248298
fdrMk83KcW97TIizZXCF,1,train,278528,277504,0,242704,35824,0.12861902573529413,6.9355142562474255
fg2tzH9vWwYIsKEDjxJ3,1,train,282624,281600,0,269348,13276,0.046974071557971016,7.431004008061162
foWjCIUpHk4tEruJlBGc,7,test,1462272,1461248,0,11084,1451188,0.9924200148809523,5.286472838253497
fs9oYJKeZ4BzXSlIWy3E,1,val,131072,130048,0,120608,10464,0.079833984375,7.363579673157414
ft5WBShKzCA80vTxlXEa,6,train,270336,269312,0,258676,11660,0.043131510416666664,7.8648676428692745
furjbFsqkwKzaNxB3RDL,6,test,212992,211968,0,212868,124,0.0005821814903846154,7.944774323705685
fvbowPJXxAKQsVt7MiRL,9,train,843776,842752,0,827660,16116,0.01909985588592233,7.331418333715353
fyH8oWql4rg7tEJSLpIB,5,train,532480,531456,0,262236,270244,0.50751953125,7.919014087901381
g1lGzN3S8fPhx96QVbE7,9,train,897024,896000,0,671220,225804,0.2517257063356164,7.673591897719602
g2pvrdbPVLKz408xBXef,1,train,266240,265216,0,265196,1044,0.003921274038461538,6.660568848725129
g46jFCHzY1oqtws0yxO5,9,train,176128,175104,0,175772,356,0.0020212572674418606,6.716510391472862
g7qEpdzW3mhFL1Tf0kHV,8,train,122880,121856,0,117044,5836,0.04749348958333333,7.078843068537208
gAdFOfVQUxbq738orWZC,8,train,266240,265216,0,151752,114488,0.43001802884615387,4.8439194159520005
gAyPsqEjndt4xoGc2J9Z,9,test,163840,162816,0,163504,336,0.00205078125,6.59460060782007
gDsZ7RCYM6vW0VT9ENzl,7,test,1507328,1506304,0,1059496,447832,0.2971032184103261,5.08242703847972
gFNGYSsVAOx58JEI0laR,8,train,262144,261120,0,130984,131160,0.500335693359375,5.821495803862778
gGPBDhr24EI875LfTNXV,4,train,671744,670720,0,278496,393248,0.5854134908536586,7.982454692364312
gGfFjZ8Xab24eQ6zADN1,9,train,200704,199680,0,199224,1480,0.007374043367346939,5.512747217827234
gNOcktmwv3FMZ4TH02EJ,6,train,200704,199680,0,143144,57560,0.2867904974489796,7.737734451946858
gP2lDJxn9mFV5U0dujbs,4,train,65536,64512,0,47972,17564,0.26800537109375,7.650229666323702
gPLn7w2aJz05DbrjfFVx,9,train,229376,228352,0,224896,4480,0.01953125,5.629656617069964
gPz42XwWbl7JVAQytYxT,6,train,573440,572416,0,557168,16272,0.02837611607142857,7.941245567317267
gQYxTl9UmRDKqIMBkOV5,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,4.828724372069009
gX5Wqr9ojRFtSmYvHiPQ,3,val,2342912,2341888,0,853860,1489052,0.6355560942963286,7.978762992722521
gZx3mKdoY91baiu7PfDU,1,test,581632,580608,0,560632,21000,0.0361053036971831,7.16993784139254
gchAJP4keCm0fiXr1tDn,3,train,2347008,2345984,0,849764,1497244,0.6379373227530541,7.97935586409931
gdoH4F675iWmYCT2OrnZ,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.7370707203937545
gdpCryb5PsOv4TzWcLHQ,2,train,176128,175104,0,157036,19092,0.1083984375,6.713103348775732
gelhQLoiRE0HZTOI2fYv,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,4.774975839723103
gi5zQqk4cp7mXnHfSTbP,4,train,643072,642048,0,276824,366248,0.5695287619426752,7.986133448537171
gnJEALKUuqpMFItHRVzy,1,train,143360,142336,0,132892,10468,0.07301897321428572,7.044354464706357
gnfdqj5h8rkxUDzJ4obe,1,train,581632,580608,0,579808,1824,0.0031360035211267607,6.457920514270162
gpsAGrcBhjxJaoL7NqYT,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.731218722637101
grm1u5UkAvVC8obIKqi7,8,train,126976,125952,0,117968,9008,0.07094254032258064,7.085262555972526
gtoDIM0zURwQ6ZdLx1JN,8,val,368640,367616,0,138564,230076,0.62412109375,5.312922736430199
guPdKvCA0cw9iN8yzbQM,1,train,176128,175104,0,171772,4356,0.02473201308139535,6.985715191462451
guSsk0jAbhJXcxPnHGQO,3,train,2342912,2341888,0,851812,1491100,0.6364302201704546,7.984512699746842
gwf3X024hVvFkxIZB9DP,6,train,163840,162816,0,163636,204,0.0012451171875,7.557648081508654
gx5Miok2A1LDbOWNpUHn,1,val,143360,142336,0,121136,22224,0.15502232142857142,7.273479079544087
h0IeuHBPEixRnNKVyOYq,2,train,1201496,1200472,0,1189588,11908,0.00991097764786566,6.110325876728533
h0RSAT7iEZH4lOQv3NtW,9,train,176128,175104,0,175720,408,0.002316497093023256,6.667391735606243
h2ygf7Vv1zkIe6q5lTnZ,9,val,163840,162816,0,163380,460,0.0028076171875,6.355998854785756
hFAlObnD1iHQTdgMGBY2,9,val,1331200,1330176,0,1330776,424,0.00031850961538461536,6.73275573505776
hIDK0p1PAiJdL87CzG69,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.780275335584788
hJUKWFN7TtXmZgqL9kM1,6,train,172032,171008,0,110020,62012,0.36046781994047616,7.8110497865286765
hQHmEatGNbUWysPJ2TKe,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.783594590849677
hS1lyzcapZusPmKUv34W,8,val,809865,808841,0,809865,0,0.0,7.998873041841836
hSvEjCqKdFGUgplHiX3s,1,test,880640,879616,0,870852,9788,0.011114643895348837,6.966363718777282
hTvkHcPfw8pLuUA2S53z,7,test,1245184,1244160,0,12104,1233080,0.9902793482730263,4.564709699636897
hbrnNtGHS4K8QFIy9jd5,8,val,126976,125952,0,118412,8564,0.06744581653225806,7.07541630616992
hmFl23Vv8AQq74sLiuIz,1,val,249856,248832,0,241324,8532,0.034147669057377046,6.994310595735545
hnSlVLa5IfiuctNwsmOd,8,test,126976,125952,0,117968,9008,0.07094254032258064,7.07128529416949
hrB8P7K0OmVQEJz2AqSD,2,train,2543616,2542592,0,2532520,11096,0.004362293679549115,4.536239174758441
hrguW0CqMt2mJdfvX8IB,5,train,573440,572416,0,92676,480764,0.8383858816964286,7.5993711595966875
hwxS01rbZ96nIgmUPMLN,6,train,1044480,1043456,0,1030772,13708,0.013124234068627451,6.767191365086928
hxza7D1ItdKu3bNUXRly,9,train,245760,244736,0,243844,1916,0.007796223958333333,5.678764982256553
hy06iTwRapYMkPnmo17u,1,val,335872,334848,0,331172,4700,0.013993426067073171,6.566480375882523
i0nhIRJcsq6BQCpmNVlj,7,test,1462272,1461248,0,11084,1451188,0.9924200148809523,5.241962102390925
i2zSbNFKQtwAYH8n7Cfx,3,train,3125248,3124224,0,1605476,1519772,0.48628844814875494,7.994803024133687
i3HsbL1OXJ2qTQPY9Cto,3,test,2342912,2341888,0,807268,1535644,0.6554424579326923,7.9920108111946115
i7CLX9fEoxgIDnrS2Kt6,6,test,344064,343040,0,329844,14220,0.04132952008928571,7.979283965638571
i8WIr0dtVHSGMmwFlcUY,5,val,737280,736256,0,259292,477988,0.6483127170138889,7.8997659724192335
iAFZ8be3gGIJcK9uHwEy,4,test,630784,629760,0,298312,332472,0.5270774147727273,7.956519558141476
iG2A63TItNdQ1XZyuLas,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.9829013350897835
iLBzkjmPncOKs7f4FDv3,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,5.154082615366088
iLj1Bfr4dYOp5RsoZmk8,9,train,241664,240640,0,239776,1888,0.0078125,5.43818302467178
